1017,678
1.016984e+03,6.780156e+02
1.016969e+03,6.780312e+02
1.016953e+03,6.780468e+02
1.016938e+03,6.780624e+02
1.016922e+03,6.780780e+02
1.016906e+03,6.780936e+02
1.016891e+03,6.781092e+02
1.016875e+03,6.781248e+02
1.016860e+03,6.781404e+02
1.016844e+03,6.781560e+02
1.016828e+03,6.781716e+02
1.016813e+03,6.781872e+02
1.016797e+03,6.782028e+02
1.016782e+03,6.782184e+02
1.016766e+03,6.782340e+02
1.016750e+03,6.782496e+02
1.016735e+03,6.782653e+02
1.016719e+03,6.782809e+02
1.016704e+03,6.782965e+02
1.016688e+03,6.783121e+02
1.016672e+03,6.783277e+02
1.016657e+03,6.783433e+02
1.016641e+03,6.783589e+02
1.016626e+03,6.783745e+02
1.016610e+03,6.783901e+02
1.016594e+03,6.784057e+02
1.016579e+03,6.784213e+02
1.016563e+03,6.784369e+02
1.016548e+03,6.784525e+02
1.016532e+03,6.784681e+02
1.016516e+03,6.784837e+02
1.016501e+03,6.784993e+02
1.016485e+03,6.785149e+02
1.016469e+03,6.785305e+02
1.016454e+03,6.785461e+02
1.016438e+03,6.785617e+02
1.016423e+03,6.785773e+02
1.016407e+03,6.785929e+02
1.016391e+03,6.786085e+02
1.016376e+03,6.786241e+02
1.016360e+03,6.786397e+02
1.016345e+03,6.786553e+02
1.016329e+03,6.786709e+02
1.016313e+03,6.786865e+02
1.016298e+03,6.787021e+02
1.016282e+03,6.787177e+02
1.016267e+03,6.787333e+02
1.016251e+03,6.787489e+02
1.016235e+03,6.787646e+02
1.016220e+03,6.787802e+02
1.016204e+03,6.787958e+02
1.016189e+03,6.788114e+02
1.016173e+03,6.788270e+02
1.016157e+03,6.788426e+02
1.016142e+03,6.788582e+02
1.016126e+03,6.788738e+02
1.016111e+03,6.788894e+02
1.016095e+03,6.789050e+02
1.016079e+03,6.789206e+02
1.016064e+03,6.789362e+02
1.016048e+03,6.789518e+02
1.016033e+03,6.789674e+02
1.016017e+03,6.789830e+02
1.016001e+03,6.789986e+02
1.015986e+03,6.790142e+02
1.015970e+03,6.790298e+02
1.015955e+03,6.790454e+02
1.015939e+03,6.790610e+02
1.015923e+03,6.790766e+02
1.015908e+03,6.790922e+02
1.015892e+03,6.791078e+02
1.015877e+03,6.791234e+02
1.015861e+03,6.791390e+02
1.015845e+03,6.791546e+02
1.015830e+03,6.791702e+02
1.015814e+03,6.791858e+02
1.015799e+03,6.792014e+02
1.015783e+03,6.792170e+02
1.015767e+03,6.792326e+02
1.015752e+03,6.792482e+02
1.015736e+03,6.792639e+02
1.015721e+03,6.792795e+02
1.015705e+03,6.792951e+02
1.015689e+03,6.793107e+02
1.015674e+03,6.793263e+02
1.015658e+03,6.793419e+02
1.015643e+03,6.793575e+02
1.015627e+03,6.793731e+02
1.015611e+03,6.793887e+02
1.015596e+03,6.794043e+02
1.015580e+03,6.794199e+02
1.015565e+03,6.794355e+02
1.015549e+03,6.794511e+02
1.015533e+03,6.794667e+02
1.015518e+03,6.794823e+02
1.015502e+03,6.794979e+02
1.015486e+03,6.795135e+02
1.015471e+03,6.795291e+02
1.015455e+03,6.795447e+02
1.015440e+03,6.795603e+02
1.015424e+03,6.795759e+02
1.015408e+03,6.795915e+02
1.015393e+03,6.796071e+02
1.015377e+03,6.796227e+02
1.015362e+03,6.796383e+02
1.015346e+03,6.796539e+02
1.015330e+03,6.796695e+02
1.015315e+03,6.796851e+02
1.015299e+03,6.797007e+02
1.015284e+03,6.797163e+02
1.015268e+03,6.797319e+02
1.015252e+03,6.797475e+02
1.015237e+03,6.797632e+02
1.015221e+03,6.797788e+02
1.015206e+03,6.797944e+02
1.015190e+03,6.798100e+02
1.015174e+03,6.798256e+02
1.015159e+03,6.798412e+02
1.015143e+03,6.798568e+02
1.015128e+03,6.798724e+02
1.015112e+03,6.798880e+02
1.015096e+03,6.799036e+02
1.015081e+03,6.799192e+02
1.015065e+03,6.799348e+02
1.015050e+03,6.799504e+02
1.015034e+03,6.799660e+02
1.015018e+03,6.799816e+02
1.015003e+03,6.799972e+02
1015,6.800128e+02
1015,6.800284e+02
1015,6.800440e+02
1015,6.800596e+02
1015,6.800752e+02
1015,6.800908e+02
1015,6.801064e+02
1015,6.801220e+02
1015,6.801376e+02
1015,6.801532e+02
1015,6.801688e+02
1015,6.801844e+02
1015,6.802000e+02
1015,6.802156e+02
1015,6.802312e+02
1015,6.802468e+02
1015,6.802625e+02
1015,6.802781e+02
1015,6.802937e+02
1015,6.803093e+02
1015,6.803249e+02
1015,6.803405e+02
1015,6.803561e+02
1015,6.803717e+02
1015,6.803873e+02
1015,6.804029e+02
1015,6.804185e+02
1015,6.804341e+02
1015,6.804497e+02
1015,6.804653e+02
1015,6.804809e+02
1015,6.804965e+02
1015,6.805121e+02
1015,6.805277e+02
1015,6.805433e+02
1015,6.805589e+02
1015,6.805745e+02
1015,6.805901e+02
1015,6.806057e+02
1015,6.806213e+02
1015,6.806369e+02
1015,6.806525e+02
1015,6.806681e+02
1015,6.806837e+02
