938,675
9.379804e+02,6.750196e+02
9.379608e+02,6.750392e+02
9.379412e+02,6.750588e+02
9.379216e+02,6.750784e+02
9.379020e+02,6.750980e+02
9.378824e+02,6.751176e+02
9.378628e+02,6.751372e+02
9.378432e+02,6.751568e+02
9.378236e+02,6.751764e+02
9.378040e+02,6.751960e+02
9.377844e+02,6.752156e+02
9.377648e+02,6.752352e+02
9.377451e+02,6.752549e+02
9.377255e+02,6.752745e+02
9.377059e+02,6.752941e+02
9.376863e+02,6.753137e+02
9.376667e+02,6.753333e+02
9.376471e+02,6.753529e+02
9.376275e+02,6.753725e+02
9.376079e+02,6.753921e+02
9.375883e+02,6.754117e+02
9.375687e+02,6.754313e+02
9.375491e+02,6.754509e+02
9.375295e+02,6.754705e+02
9.375099e+02,6.754901e+02
9.374903e+02,6.755097e+02
9.374707e+02,6.755293e+02
9.374511e+02,6.755489e+02
9.374315e+02,6.755685e+02
9.374119e+02,6.755881e+02
9.373923e+02,6.756077e+02
9.373727e+02,6.756273e+02
9.373531e+02,6.756469e+02
9.373335e+02,6.756665e+02
9.373139e+02,6.756861e+02
9.372943e+02,6.757057e+02
9.372747e+02,6.757253e+02
9.372551e+02,6.757449e+02
9.372354e+02,6.757646e+02
9.372158e+02,6.757842e+02
9.371962e+02,6.758038e+02
9.371766e+02,6.758234e+02
9.371570e+02,6.758430e+02
9.371374e+02,6.758626e+02
9.371178e+02,6.758822e+02
9.370982e+02,6.759018e+02
9.370786e+02,6.759214e+02
9.370590e+02,6.759410e+02
9.370394e+02,6.759606e+02
9.370198e+02,6.759802e+02
9.370002e+02,6.759998e+02
937,6.760194e+02
937,6.760390e+02
937,6.760586e+02
937,6.760782e+02
937,6.760978e+02
937,6.761174e+02
937,6.761370e+02
937,6.761566e+02
937,6.761762e+02
937,6.761958e+02
937,6.762154e+02
937,6.762350e+02
937,6.762547e+02
937,6.762743e+02
937,6.762939e+02
937,6.763135e+02
937,6.763331e+02
937,6.763527e+02
937,6.763723e+02
937,6.763919e+02
937,6.764115e+02
937,6.764311e+02
937,6.764507e+02
937,6.764703e+02
937,6.764899e+02
937,6.765095e+02
937,6.765291e+02
937,6.765487e+02
937,6.765683e+02
937,6.765879e+02
937,6.766075e+02
937,6.766271e+02
937,6.766467e+02
937,6.766663e+02
937,6.766859e+02
937,6.767055e+02
937,6.767251e+02
937,6.767447e+02
937,6.767644e+02
937,6.767840e+02
937,6.768036e+02
937,6.768232e+02
937,6.768428e+02
937,6.768624e+02
937,6.768820e+02
937,6.769016e+02
937,6.769212e+02
937,6.769408e+02
937,6.769604e+02
937,6.769800e+02
937,6.769996e+02
937,6.770192e+02
937,6.770388e+02
937,6.770584e+02
937,6.770780e+02
937,6.770976e+02
937,6.771172e+02
937,6.771368e+02
937,6.771564e+02
937,6.771760e+02
937,6.771956e+02
937,6.772152e+02
937,6.772348e+02
937,6.772545e+02
937,6.772741e+02
937,6.772937e+02
937,6.773133e+02
937,6.773329e+02
937,6.773525e+02
937,6.773721e+02
937,6.773917e+02
937,6.774113e+02
937,6.774309e+02
937,6.774505e+02
937,6.774701e+02
937,6.774897e+02
937,6.775093e+02
937,6.775289e+02
937,6.775485e+02
937,6.775681e+02
937,6.775877e+02
937,6.776073e+02
937,6.776269e+02
937,6.776465e+02
937,6.776661e+02
937,6.776857e+02
937,6.777053e+02
937,6.777249e+02
937,6.777445e+02
937,6.777642e+02
937,6.777838e+02
937,6.778034e+02
937,6.778230e+02
937,6.778426e+02
937,6.778622e+02
937,6.778818e+02
937,6.779014e+02
937,6.779210e+02
937,6.779406e+02
937,6.779602e+02
937,6.779798e+02
937,6.779994e+02
937,6.780190e+02
937,6.780386e+02
937,6.780582e+02
937,6.780778e+02
937,6.780974e+02
937,6.781170e+02
937,6.781366e+02
937,6.781562e+02
937,6.781758e+02
937,6.781954e+02
937,6.782150e+02
937,6.782346e+02
937,6.782543e+02
937,6.782739e+02
937,6.782935e+02
937,6.783131e+02
937,6.783327e+02
937,6.783523e+02
937,6.783719e+02
937,6.783915e+02
937,6.784111e+02
937,6.784307e+02
937,6.784503e+02
937,6.784699e+02
937,6.784895e+02
937,6.785091e+02
937,6.785287e+02
937,6.785483e+02
937,6.785679e+02
937,6.785875e+02
937,6.786071e+02
937,6.786267e+02
937,6.786463e+02
937,6.786659e+02
937,6.786855e+02
937,6.787051e+02
937,6.787247e+02
937,6.787443e+02
937,6.787640e+02
937,6.787836e+02
937,6.788032e+02
937,6.788228e+02
937,6.788424e+02
